	age	job	marital	education	default	balance	housing	loan	contact	day	month	duration	campaign	pdays	previous	poutcome	y
19600	43	management	single	tertiary	no	0	no	no	cellular	11	aug	155	2	-1	0	unknown	no
20988	50	services	married	secondary	no	486	yes	no	cellular	5	aug	203	2	-1	0	unknown	no
18842	35	technician	married	secondary	no	905	no	yes	cellular	21	aug	114	2	-1	0	unknown	no
18837	22	admin.	single	secondary	no	1157	yes	yes	cellular	18	may	336	2	-1	0	unknown	no
26984	45	blue-collar	married	primary	no	487	yes	no	cellular	19	aug	110	4	-1	0	unknown	no
31218	28	technician	single	secondary	no	390	no	yes	cellular	23	jul	475	2	-1	0	unknown	no
26798	56	blue-collar	married	secondary	no	0	no	no	cellular	19	aug	432	15	-1	0	unknown	no
30695	53	unknown	married	unknown	no	549	no	no	telephone	28	jan	74	2	-1	0	unknown	no
4734	30	technician	divorced	secondary	no	2262	yes	no	unknown	28	may	102	2	-1	0	unknown	no
18434	40	management	married	tertiary	no	5	yes	no	cellular	18	nov	219	3	-1	0	unknown	no
40747	51	blue-collar	married	secondary	no	2964	yes	no	cellular	16	apr	177	1	-1	0	unknown	no
13540	56	entrepreneur	married	tertiary	no	8741	yes	no	unknown	20	may	318	3	-1	0	unknown	no
34719	45	blue-collar	single	secondary	no	91	no	yes	cellular	14	jul	55	2	-1	0	unknown	no
27510	28	self-employed	single	secondary	no	-395	yes	no	unknown	30	jun	141	4	-1	0	unknown	no
4742	44	technician	married	secondary	no	608	no	no	cellular	26	aug	128	2	-1	0	unknown	no
24823	45	entrepreneur	single	tertiary	no	1678	no	no	unknown	16	jun	133	2	-1	0	unknown	no
23600	43	services	married	secondary	no	3689	yes	no	cellular	20	apr	165	1	321	1	failure	no
29782	35	services	married	secondary	no	322	yes	yes	unknown	20	jun	590	4	-1	0	unknown	no
36690	45	management	single	tertiary	no	0	yes	no	unknown	15	may	197	4	-1	0	unknown	no
19224	46	blue-collar	married	primary	no	530	yes	no	unknown	6	may	739	3	-1	0	unknown	no
24154	43	blue-collar	married	secondary	no	184	no	yes	cellular	16	jul	1019	11	-1	0	unknown	yes
1660	31	admin.	single	secondary	no	0	yes	yes	unknown	29	may	183	3	-1	0	unknown	no
23323	41	management	married	tertiary	no	0	no	yes	cellular	16	jul	211	2	-1	0	unknown	no
6013	48	management	divorced	secondary	no	3324	no	no	cellular	18	aug	203	4	-1	0	unknown	no
34364	34	management	single	tertiary	no	1612	no	no	cellular	27	aug	108	22	-1	0	unknown	no
26437	40	management	married	tertiary	no	1213	no	no	cellular	4	aug	53	1	-1	0	unknown	no
29859	60	housemaid	married	primary	no	182	no	no	cellular	9	aug	182	2	95	11	failure	no
37700	39	services	married	secondary	no	186	yes	no	cellular	17	apr	433	1	-1	0	unknown	no
26112	34	services	married	secondary	no	135	yes	no	cellular	18	nov	109	1	-1	0	unknown	no
31221	32	unemployed	single	secondary	no	0	no	no	cellular	27	may	123	2	-1	0	unknown	no
13662	32	blue-collar	divorced	secondary	no	-299	yes	no	cellular	8	jul	192	2	-1	0	unknown	no
23813	45	self-employed	single	secondary	no	2762	yes	no	cellular	15	may	18	6	-1	0	unknown	no
478	52	blue-collar	married	primary	no	1401	no	no	cellular	26	aug	77	8	-1	0	unknown	no
40843	37	admin.	single	secondary	no	140	yes	no	unknown	6	may	310	1	-1	0	unknown	no
3605	30	management	single	tertiary	no	2344	yes	no	cellular	20	oct	316	2	92	3	failure	no
13676	44	management	married	tertiary	no	1034	no	no	cellular	17	nov	73	1	-1	0	unknown	no
36521	44	admin.	single	secondary	no	-84	yes	no	unknown	8	may	32	3	-1	0	unknown	no
25560	36	admin.	single	tertiary	no	3819	no	no	unknown	9	jun	398	2	-1	0	unknown	no
30152	42	services	married	unknown	no	-1085	no	yes	cellular	21	nov	45	1	-1	0	unknown	no
13937	33	admin.	single	secondary	no	21854	yes	no	cellular	20	nov	215	2	-1	0	unknown	no
4485	37	management	married	tertiary	no	4089	yes	no	cellular	2	feb	289	2	174	4	other	yes
21647	55	management	married	tertiary	no	0	no	no	unknown	30	jun	111	2	-1	0	unknown	no
28901	47	technician	married	secondary	no	459	no	no	cellular	28	jan	226	1	-1	0	unknown	no
3674	38	admin.	married	unknown	no	28	no	no	unknown	20	may	725	1	-1	0	unknown	no
3092	25	services	single	secondary	no	368	no	no	telephone	25	jul	168	1	-1	0	unknown	no
6708	32	entrepreneur	married	secondary	no	-242	yes	no	cellular	20	apr	1202	3	-1	0	unknown	yes
19140	29	technician	married	tertiary	no	4557	no	no	cellular	28	jan	103	2	-1	0	unknown	no
1847	33	services	single	secondary	no	1646	yes	no	telephone	7	may	317	2	-1	0	unknown	no
31295	26	blue-collar	married	secondary	no	284	yes	no	unknown	27	may	301	1	-1	0	unknown	no
5493	48	entrepreneur	married	unknown	no	2550	yes	no	unknown	14	may	175	3	-1	0	unknown	no
27323	39	technician	married	secondary	no	625	yes	no	cellular	17	apr	185	1	317	2	failure	no
23089	32	housemaid	married	secondary	no	0	yes	no	cellular	12	may	549	1	368	2	failure	no
43192	33	blue-collar	single	secondary	no	1387	no	no	cellular	5	feb	185	1	-1	0	unknown	no
32213	35	services	married	secondary	no	868	no	no	cellular	6	feb	36	1	-1	0	unknown	no
17648	26	blue-collar	married	primary	no	595	yes	yes	cellular	18	may	222	3	-1	0	unknown	no
5763	34	blue-collar	divorced	secondary	no	336	yes	no	unknown	2	jun	313	2	-1	0	unknown	no
7997	34	technician	single	secondary	no	1313	no	no	cellular	12	aug	176	1	21	6	failure	no
24467	33	services	single	secondary	no	1852	no	no	telephone	25	feb	371	1	204	3	other	no
34420	43	entrepreneur	married	tertiary	no	1	yes	yes	cellular	15	jul	61	2	-1	0	unknown	no
27726	34	admin.	married	secondary	no	220	yes	no	unknown	3	jun	65	13	-1	0	unknown	no
9574	39	blue-collar	married	secondary	no	123	no	no	unknown	17	jun	110	1	-1	0	unknown	no
25169	64	retired	married	secondary	no	1574	no	no	telephone	29	jul	301	3	-1	0	unknown	yes
11404	36	admin.	married	secondary	no	0	yes	no	cellular	2	feb	236	2	252	1	other	no
43465	26	services	single	secondary	no	598	yes	no	cellular	5	feb	401	2	272	1	other	no
24549	35	services	married	secondary	no	630	yes	no	unknown	7	may	17	2	-1	0	unknown	no
4246	28	student	single	secondary	no	0	no	no	cellular	5	feb	15	8	-1	0	unknown	no
40451	34	blue-collar	married	secondary	no	457	yes	no	unknown	9	may	266	1	-1	0	unknown	no
7759	29	technician	single	secondary	no	1165	no	no	cellular	2	jun	245	1	-1	0	unknown	yes
15399	69	retired	married	unknown	no	426	no	no	telephone	9	dec	395	1	-1	0	unknown	yes
32908	34	admin.	single	secondary	no	69	yes	no	telephone	6	may	92	3	362	4	other	no
5353	28	management	married	tertiary	no	893	no	no	cellular	18	jan	204	2	94	2	success	no
40359	54	services	married	secondary	no	812	no	no	cellular	31	jul	113	6	-1	0	unknown	no
14067	40	blue-collar	divorced	unknown	no	2357	no	no	unknown	18	jun	66	3	-1	0	unknown	no
43151	40	unemployed	divorced	secondary	no	507	yes	no	cellular	2	feb	134	1	266	7	failure	no
8399	35	technician	single	secondary	no	399	yes	no	cellular	13	may	496	2	345	3	failure	yes
19118	36	admin.	married	secondary	no	402	yes	no	unknown	14	may	482	2	-1	0	unknown	no
26831	33	self-employed	married	secondary	no	49	yes	no	cellular	14	may	170	7	-1	0	unknown	no
925	42	blue-collar	married	unknown	no	1323	yes	no	unknown	19	may	19	1	-1	0	unknown	no
44074	45	admin.	divorced	unknown	no	998	yes	no	telephone	30	jul	38	2	-1	0	unknown	no
9079	32	services	single	secondary	no	406	yes	no	unknown	6	may	227	1	-1	0	unknown	no
23860	42	blue-collar	married	primary	no	574	yes	no	cellular	6	apr	357	2	327	2	failure	no
24543	48	management	single	tertiary	no	8106	no	no	unknown	17	nov	125	1	111	3	failure	no
13416	41	blue-collar	single	secondary	no	98	no	yes	cellular	20	nov	180	1	122	6	failure	no
19168	53	admin.	divorced	secondary	no	-112	no	no	unknown	19	jun	394	1	-1	0	unknown	no
44520	45	admin.	married	secondary	no	-183	yes	no	unknown	16	may	215	3	-1	0	unknown	no
22284	44	entrepreneur	married	tertiary	no	468	yes	yes	telephone	15	jul	289	2	-1	0	unknown	no
24992	30	services	married	secondary	no	1399	no	no	cellular	28	jul	168	6	-1	0	unknown	no
40481	40	blue-collar	single	primary	no	45	yes	yes	cellular	14	jul	106	4	-1	0	unknown	no
32968	32	blue-collar	married	primary	no	-175	yes	no	unknown	21	may	116	1	-1	0	unknown	no
37759	46	services	married	secondary	no	0	no	no	unknown	17	jun	77	5	-1	0	unknown	no
6665	34	technician	married	secondary	no	1012	yes	yes	telephone	28	oct	540	1	-1	0	unknown	yes
2880	30	management	single	tertiary	no	-672	no	no	cellular	12	aug	130	2	-1	0	unknown	no
20448	43	blue-collar	divorced	primary	no	515	yes	no	cellular	18	nov	182	1	-1	0	unknown	no
18331	47	services	married	secondary	no	837	yes	yes	unknown	16	may	136	1	-1	0	unknown	no
36147	41	technician	married	secondary	no	-804	yes	yes	unknown	27	may	269	11	-1	0	unknown	no
33607	41	management	single	tertiary	no	203	no	no	cellular	5	mar	90	2	-1	0	unknown	no
41505	61	retired	divorced	secondary	no	410	no	yes	cellular	31	jul	470	4	-1	0	unknown	no
28107	51	housemaid	married	primary	no	382	no	yes	cellular	15	jul	56	3	-1	0	unknown	no
5608	39	admin.	married	secondary	no	140	no	no	cellular	4	may	40	5	-1	0	unknown	no
33904	46	technician	married	secondary	no	1427	yes	no	unknown	14	may	32	3	-1	0	unknown	no
31537	57	management	married	tertiary	no	350	no	no	telephone	4	may	87	3	-1	0	unknown	no
35559	32	management	married	tertiary	no	3	yes	no	cellular	31	jul	22	27	-1	0	unknown	no
30543	35	blue-collar	married	secondary	no	1615	yes	no	cellular	7	may	1051	2	-1	0	unknown	no
5549	57	technician	married	tertiary	no	-40	no	yes	cellular	7	jul	88	1	-1	0	unknown	no
8078	25	services	married	secondary	no	0	yes	no	cellular	24	jul	458	9	-1	0	unknown	yes
17547	36	admin.	single	secondary	no	135	yes	no	cellular	29	jan	263	2	192	3	other	no
34078	32	management	married	tertiary	no	11281	no	no	cellular	19	nov	155	1	-1	0	unknown	no
7181	56	blue-collar	married	secondary	no	385	no	no	cellular	20	aug	210	3	-1	0	unknown	no
35220	27	admin.	single	secondary	no	255	no	no	cellular	12	feb	123	1	182	4	success	no
13260	55	management	divorced	tertiary	no	29484	no	no	cellular	20	nov	151	2	-1	0	unknown	no
2015	28	services	single	unknown	no	-70	yes	yes	unknown	21	may	244	1	-1	0	unknown	no
29505	49	entrepreneur	single	secondary	no	5802	no	no	cellular	12	aug	175	3	104	2	success	no
10830	23	unemployed	single	primary	no	1003	no	no	telephone	27	nov	8	1	-1	0	unknown	yes
33713	40	entrepreneur	married	tertiary	no	121	yes	no	cellular	22	jul	80	1	-1	0	unknown	no
40542	41	management	married	primary	no	362	yes	no	cellular	12	may	217	3	-1	0	unknown	no
31428	33	services	married	secondary	no	107	yes	yes	cellular	13	may	21	6	-1	0	unknown	no
5048	37	management	married	tertiary	no	1428	no	no	cellular	16	nov	333	2	-1	0	unknown	no
17964	32	technician	single	secondary	no	230	yes	no	cellular	25	aug	256	8	-1	0	unknown	no
35201	53	technician	divorced	tertiary	no	647	yes	no	unknown	16	may	512	6	-1	0	unknown	no
39037	33	services	single	secondary	no	149	no	yes	cellular	7	jul	254	1	-1	0	unknown	no
3052	39	admin.	single	secondary	no	0	no	yes	unknown	19	jun	142	1	-1	0	unknown	no
18599	35	technician	married	secondary	no	482	no	no	cellular	12	aug	138	2	-1	0	unknown	no
16032	35	technician	single	secondary	no	23	yes	no	unknown	19	jun	113	2	-1	0	unknown	no
35375	39	management	single	tertiary	no	0	yes	no	cellular	6	feb	13	8	9	2	other	no
4999	45	unknown	married	unknown	no	356	no	no	cellular	11	aug	212	2	-1	0	unknown	no
34113	35	blue-collar	married	primary	no	526	yes	no	cellular	2	feb	914	2	-1	0	unknown	no
212	42	services	divorced	secondary	no	444	no	no	cellular	21	nov	171	1	-1	0	unknown	no
39840	38	blue-collar	divorced	secondary	no	595	yes	no	cellular	7	may	245	3	-1	0	unknown	no
25350	55	retired	married	secondary	no	393	no	yes	cellular	25	may	176	1	-1	0	unknown	no
34988	52	technician	married	tertiary	no	3440	yes	no	cellular	9	jul	194	1	-1	0	unknown	no
4385	33	management	married	tertiary	no	1782	yes	no	cellular	20	nov	437	4	-1	0	unknown	no
34293	32	admin.	married	secondary	no	305	yes	no	unknown	30	may	200	3	-1	0	unknown	no
10363	50	technician	married	tertiary	no	92	no	yes	cellular	7	jul	192	1	-1	0	unknown	no
43715	32	management	divorced	tertiary	no	1486	yes	no	cellular	21	jul	151	2	-1	0	unknown	no
2224	42	admin.	single	secondary	no	1143	yes	yes	telephone	17	nov	106	1	-1	0	unknown	no
16214	40	self-employed	single	tertiary	no	-94	yes	no	cellular	16	jul	90	1	-1	0	unknown	no
44117	44	blue-collar	married	secondary	no	78	yes	no	unknown	12	may	253	2	-1	0	unknown	no
2882	41	unemployed	married	secondary	no	0	yes	yes	telephone	27	apr	89	12	-1	0	unknown	no
41178	35	unemployed	single	secondary	no	295	no	no	unknown	17	mar	473	1	-1	0	unknown	yes
27221	70	management	married	secondary	no	4	no	no	cellular	21	may	122	1	85	9	failure	no
24465	35	services	single	secondary	no	-437	yes	no	unknown	3	jun	43	5	-1	0	unknown	no
31716	23	blue-collar	married	secondary	no	-213	yes	yes	unknown	26	may	87	2	-1	0	unknown	no
41504	31	entrepreneur	married	secondary	no	10	yes	yes	cellular	25	jul	13	9	-1	0	unknown	no
35340	38	services	single	secondary	no	570	yes	no	unknown	5	may	75	2	-1	0	unknown	no
1939	32	management	married	tertiary	no	0	no	no	cellular	29	aug	183	2	-1	0	unknown	no
33185	30	services	married	secondary	no	114	no	no	cellular	20	aug	185	4	-1	0	unknown	no
10991	26	technician	single	secondary	no	33	no	no	cellular	23	jul	91	7	-1	0	unknown	no
29825	32	services	single	tertiary	no	1743	yes	no	cellular	1	apr	1156	1	261	3	other	no
13562	31	management	divorced	tertiary	no	895	yes	no	unknown	26	may	202	1	-1	0	unknown	no
36475	47	admin.	divorced	secondary	no	162	yes	no	unknown	9	may	203	4	-1	0	unknown	no
33942	37	management	married	tertiary	no	231	yes	yes	unknown	6	may	451	2	-1	0	unknown	no
9339	39	technician	single	secondary	no	2321	no	yes	unknown	16	jun	203	2	-1	0	unknown	no
8969	50	admin.	single	secondary	no	330	yes	no	unknown	28	may	24	1	-1	0	unknown	no
23794	51	admin.	married	tertiary	no	26	yes	no	telephone	28	aug	51	3	-1	0	unknown	no
1488	52	admin.	married	secondary	no	1236	yes	no	unknown	6	may	247	1	-1	0	unknown	no
5085	32	technician	married	secondary	no	169	yes	no	cellular	12	may	85	4	350	1	failure	no
32336	37	blue-collar	married	secondary	no	121	yes	no	unknown	8	may	617	2	-1	0	unknown	no
8098	58	management	divorced	tertiary	no	5701	no	no	cellular	2	feb	521	1	-1	0	unknown	yes
41888	43	housemaid	married	secondary	no	2220	no	no	cellular	27	aug	177	3	-1	0	unknown	no
13784	46	blue-collar	divorced	primary	no	1712	no	no	unknown	19	jun	110	1	-1	0	unknown	no
15334	38	blue-collar	divorced	secondary	no	2998	yes	no	unknown	11	jun	91	1	-1	0	unknown	no
32425	35	management	single	tertiary	no	252	yes	no	cellular	8	aug	89	2	-1	0	unknown	no
23492	47	technician	divorced	secondary	no	165	no	no	unknown	18	jun	99	3	-1	0	unknown	no
45136	54	blue-collar	married	secondary	no	688	yes	no	cellular	4	feb	379	2	-1	0	unknown	no
15721	34	housemaid	single	secondary	no	1363	no	no	telephone	1	oct	258	1	93	1	failure	no
41076	27	services	married	secondary	no	202	yes	no	telephone	8	jul	212	2	-1	0	unknown	no
12206	34	management	married	tertiary	no	11	yes	no	cellular	17	apr	22	1	150	2	failure	no
7092	42	admin.	married	primary	no	1547	yes	yes	unknown	27	may	272	3	-1	0	unknown	no
43162	32	services	single	unknown	no	6145	yes	no	cellular	14	may	362	1	287	13	failure	no
7543	27	management	single	tertiary	no	3104	yes	no	unknown	28	may	160	2	-1	0	unknown	no
7416	59	unemployed	married	tertiary	no	6	yes	no	cellular	9	jul	275	1	-1	0	unknown	no
33110	45	services	married	secondary	no	1306	no	no	unknown	11	jun	125	3	-1	0	unknown	no
12229	41	management	married	secondary	no	71	yes	no	cellular	17	nov	64	1	-1	0	unknown	no
29176	41	blue-collar	married	primary	no	410	yes	no	unknown	14	may	85	4	-1	0	unknown	no
22005	40	unemployed	single	tertiary	no	7968	no	no	cellular	3	sep	733	1	93	1	success	yes
29068	24	student	single	primary	no	474	no	no	cellular	12	aug	249	1	104	1	success	no
6752	32	technician	single	tertiary	no	471	no	no	cellular	14	jan	67	1	-1	0	unknown	no
6896	46	blue-collar	divorced	primary	no	452	yes	no	unknown	9	may	113	4	-1	0	unknown	no
28178	46	admin.	married	primary	no	-335	yes	no	unknown	3	jun	272	1	-1	0	unknown	no
11152	34	technician	married	secondary	no	51	yes	no	unknown	5	may	19	2	-1	0	unknown	no
18350	43	management	married	tertiary	no	248	no	no	cellular	7	aug	229	4	-1	0	unknown	no
15959	30	entrepreneur	married	secondary	no	31	no	no	unknown	8	may	229	1	-1	0	unknown	no
22604	25	management	married	tertiary	no	937	yes	no	cellular	23	jul	115	1	-1	0	unknown	no
12633	35	technician	divorced	secondary	no	5724	yes	no	unknown	30	may	691	10	-1	0	unknown	yes
41072	40	services	married	primary	no	258	no	no	unknown	20	jun	14	13	-1	0	unknown	no
10172	36	self-employed	married	tertiary	no	10	no	no	cellular	29	aug	47	4	-1	0	unknown	no
1925	37	management	married	tertiary	no	0	no	no	cellular	16	jul	268	2	182	3	success	yes
1769	50	technician	married	secondary	no	0	yes	yes	cellular	18	nov	126	2	-1	0	unknown	no
41040	39	housemaid	married	tertiary	no	315	no	no	cellular	28	aug	53	4	-1	0	unknown	no
8275	36	management	single	tertiary	no	265	yes	no	cellular	17	apr	140	1	-1	0	unknown	no
6595	34	blue-collar	married	secondary	no	241	yes	yes	unknown	26	may	85	1	-1	0	unknown	no
34953	40	services	married	secondary	no	256	yes	no	unknown	16	jun	95	6	-1	0	unknown	no
17326	37	management	married	tertiary	no	6771	no	no	cellular	5	mar	319	1	-1	0	unknown	yes
22649	34	admin.	married	tertiary	no	882	no	no	cellular	13	aug	135	1	113	5	success	no
38816	37	blue-collar	single	primary	no	315	no	no	cellular	20	nov	352	1	-1	0	unknown	no
23994	28	admin.	single	secondary	no	2290	yes	no	cellular	18	may	2301	1	-1	0	unknown	yes
37395	34	admin.	single	primary	no	286	yes	no	cellular	13	may	329	1	-1	0	unknown	no
17949	30	blue-collar	married	secondary	no	1196	no	no	unknown	27	may	147	1	-1	0	unknown	no
38646	65	retired	married	secondary	no	20806	no	no	telephone	8	apr	523	2	-1	0	unknown	yes
12288	57	technician	married	tertiary	no	624	no	no	cellular	6	aug	224	4	-1	0	unknown	no
24097	32	admin.	married	secondary	no	0	no	no	cellular	16	jul	141	7	-1	0	unknown	no
35486	33	housemaid	married	tertiary	no	10	yes	no	cellular	20	apr	129	1	322	2	failure	no
27771	27	management	married	tertiary	no	1918	no	no	cellular	9	feb	61	1	-1	0	unknown	no
8552	53	admin.	married	tertiary	yes	6	no	no	unknown	19	may	105	11	-1	0	unknown	no
19384	31	management	married	tertiary	no	2196	yes	no	cellular	26	may	299	2	-1	0	unknown	no
9223	30	admin.	married	secondary	no	215	no	yes	cellular	4	jul	95	2	-1	0	unknown	no
17999	52	management	married	secondary	no	0	no	no	cellular	30	jul	249	3	-1	0	unknown	no
43191	30	services	single	secondary	no	21	yes	no	unknown	7	may	104	2	-1	0	unknown	no
12476	32	technician	single	tertiary	no	1246	yes	no	cellular	4	feb	192	2	-1	0	unknown	yes
41205	30	admin.	married	secondary	no	32	yes	yes	cellular	22	jul	163	1	-1	0	unknown	no
617	48	blue-collar	married	primary	no	257	yes	no	unknown	5	jun	333	2	-1	0	unknown	no
35881	27	management	single	tertiary	no	2786	no	no	cellular	15	jun	270	2	377	3	success	no
39822	64	retired	married	primary	no	2140	no	no	cellular	16	mar	881	3	155	2	failure	yes
4433	31	self-employed	married	secondary	no	131	yes	no	cellular	13	may	294	1	370	1	failure	no
30534	32	management	married	tertiary	no	128	yes	no	cellular	28	jul	320	3	-1	0	unknown	no
3491	45	blue-collar	married	primary	no	300	yes	no	cellular	29	jan	203	1	261	3	failure	no
43590	35	management	married	tertiary	no	323	no	no	cellular	11	jan	261	2	-1	0	unknown	yes
43451	28	admin.	single	secondary	no	-126	no	yes	cellular	8	jul	360	4	-1	0	unknown	no
26174	48	technician	married	secondary	no	14148	yes	no	cellular	18	aug	85	2	-1	0	unknown	no
13521	54	self-employed	married	secondary	no	9	yes	no	cellular	22	jul	113	2	-1	0	unknown	no
42834	60	retired	married	secondary	no	781	yes	yes	cellular	12	aug	128	5	-1	0	unknown	no
